Date,Open,High,Low,Close,Volume
03/16/2015,556.93,563.75,551.32,561.64,1808310
03/13/2015,559.23,564.36,550.33,553,1735055
03/12/2015,558.48,561.84,555.53,561.17,1742622
03/11/2015,559.8,564.18,555.41,555.69,2026158
03/10/2015,568.475,569.762,559.82,559.85,2004024
03/09/2015,570.92,575.45,569.05,574.1,1174244
03/06/2015,582,582.78,572.06,572.9,1879619
03/05/2015,579.62,583.2,578.23,581.435,1795889
03/04/2015,576.97,581.63,572.52,578.33,1897566
03/03/2015,576.35,580.85,570.5,578.795,2526019
03/02/2015,567,575.99,563.15,575.02,2515699
02/27/2015,558.15,569.42,557.03,562.63,3414672
02/26/2015,545.74,560.1299,545.09,559.29,2700734
02/25/2015,538.44,549.57,538.01,547.33,2041250
02/24/2015,531.55,539.4,531,538.65,1421363
02/23/2015,539.15,539.3,532,535,1641608
02/20/2015,547.58,547.58,538.1,541.8,1908756
02/19/2015,541.78,546.86,540.75,546.45,1540822
02/18/2015,543.82,547.55,539.55,542.65,1458545
02/17/2015,551.16,553,543.26,545.01,1955016
02/13/2015,547.51,552.54,546.6,551.16,2296223
02/12/2015,540.01,548.34,537,546.01,2426568
02/11/2015,539.73,541.95,536,538,1912037
02/10/2015,532.15,541,529.1725,540.16,2361724
02/09/2015,531.6,533.88,527.55,529.28,1513331
02/04/2015,533.14,536.746,525.03,526.1,1689276
02/03/2015,529.94,537.45,526.81,533.3,2350796
02/02/2015,534.32,536.5,521.72,532.2,3754332
01/30/2015,519.17,543.1,518.18,537.55,6045153
01/29/2015,512.9,515.19,503.48,513.23,3685244
01/28/2015,525,525.69,512.35,512.43,1780578
01/26/2015,541.5,541.5,532.07,536.72,1546251
01/23/2015,538.03,545.41,535.7508,541.95,2295988
01/22/2015,523,538.84,521.91,537.3,2799380
01/21/2015,510.82,521.851,509.59,520.39,2310371
01/20/2015,513.95,515.61,509.37,509.94,2338132
01/15/2015,508.89,509.75,502.01,504.09,2489096
01/14/2015,500,508.26,498.16,505.93,2591658
01/13/2015,502.57,508.6,497.26,501.8,3045918
01/12/2015,499.4,500.28,490.91,497.06,2852631
01/08/2015,501,507.5,495.02,506.91,3659573
01/06/2015,520.5,521.21,505.55,506.64,2722843
01/05/2015,527.15,527.9899,517.75,519.46,1958353
01/02/2015,532.28,535.8,527.88,529.55,1243406
12/31/2014,537.74,538.4,530.2,530.66,1234599
12/30/2014,534.96,537.84,533.61,535.29,934340
12/26/2014,536.93,543.25,535.49,541.52,1110859
12/24/2014,538.82,540.29,535.1,536.93,737748
12/23/2014,535,542.3,533.72,538.77,2871371
12/22/2014,520.61,532.97,520.59,532.3,3309220
12/19/2014,513.12,520.81,508.86,520.04,4782893
12/18/2014,515.99,516.25,506.56,514.62,3869555
12/17/2014,500,509.07,499.11,506.45,3635128
12/16/2014,513.6,515.58,497.19,498.16,4340425
12/15/2014,523.76,525.37,515.397,515.84,2612183
12/11/2014,529.86,537.04,529.16,532.11,2069336
12/10/2014,535.9,539.36,527.49,528.04,2309514
12/09/2014,526.29,536.65,523.41,536.11,2165742
12/05/2014,536.28,538.2,527.26,528.08,3064702
12/04/2014,537.64,542.69,534.89,542.58,1629710
12/02/2014,539.45,541.85,534.657,538.59,2073656
12/01/2014,545.09,548.79,538.62,539.65,1983180
11/28/2014,546.51,549.6,544.4801,549.08,1209971
11/26/2014,549.23,549.88,545.23,547.73,1480222
11/25/2014,547.4,552.5,546.91,549.23,1903587
11/24/2014,546.57,551.19,544.15,547.48,1651178
11/21/2014,551.04,551.04,545,545.89,2495482
11/20/2014,542,545.38,541.5,543.76,1748909
11/19/2014,544.75,548.22,539.19,547.2,1513108
11/18/2014,548,552.79,543.8,544.51,1815720
11/17/2014,555.19,555.19,544.44,546.64,1672965
11/14/2014,558,558,552.51,555.19,1424141
11/13/2014,560.81,560.8199,554.09,556.44,1509412
11/12/2014,561.15,561.25,555.5,558.25,1091207
11/11/2014,558.52,562.5,556.2419,561.29,1096715
11/10/2014,552.4,560.63,551.62,558.23,1298160
11/07/2014,555.46,555.6,549.35,551.82,1587716
11/06/2014,555.5,556.799,550.58,551.69,1644978
11/04/2014,560.96,564.79,558.3,564.19,1383767
11/03/2014,565.26,567.15,561.63,563.77,1532372
10/31/2014,568,568.73,564.81,567.87,2332081
10/30/2014,557.01,562.5,552.13,560.27,1525423
10/29/2014,561.05,564.97,555.98,558.45,2052215
10/28/2014,551.71,559.2,550.43,558.94,1730340
10/27/2014,547.76,554,547.2,549.88,1595746
10/24/2014,554.98,555,545.16,548.9,2172023
10/23/2014,548.28,557.4,545.5,553.65,2092756
10/22/2014,541.05,550.76,540.23,542.69,2973468
10/21/2014,537.27,538.77,530.2,538.03,2459395
10/20/2014,520.45,533.16,519.14,532.38,2742793
10/17/2014,539.52,543.45,518.41,522.97,5983253
10/16/2014,529,540.99,524.95,536.92,3716704
10/15/2014,542.27,543.915,528.422,540.73,3793154
10/14/2014,550.22,558.63,544.5,548.69,2602238
10/13/2014,554.76,560.875,544.43,544.75,2732097
10/10/2014,567.47,575.23,555.01,555.19,2965785
10/09/2014,582.25,582.53,569.03,570.81,2386518
10/08/2014,574.79,584.69,567.64,583.74,2200711
10/07/2014,585.02,585.85,574.1,574.1,1541147
10/06/2014,589.54,592.4,585.4,587.78,1283715
10/03/2014,584.1,588.29,583.5,586.25,1210069
10/02/2014,578,583.24,574.05,580.88,1533236
10/01/2014,587.2,588.72,578.02,579.63,1443580
09/30/2014,587.49,591,584.5,588.41,1544851
09/29/2014,582.15,589.31,581.57,587.81,1139598
09/26/2014,585.93,589.5739,585,587.9,1282391
09/25/2014,596.99,598.07,584.74,585.25,1663961
09/24/2014,591.57,600.11,590.3,598.42,1755340
09/23/2014,595,596.65,590.24,591.18,1398949
09/22/2014,602.33,603.8,593.12,597.27,1773409
09/19/2014,599.81,605.4,597.76,605.4,4159048
09/18/2014,595.05,597.56,593.02,597.27,1488124
09/17/2014,589.51,596.07,587.12,593.29,1708230
09/16/2014,581.07,590.15,580.95,588.78,1571966
09/15/2014,582.24,583.92,577.01,581.64,1541321
09/12/2014,590.39,591.48,583.28,584.9,1846669
09/11/2014,590,591.945,586.04,591.11,1498020
09/10/2014,591.74,593.72,587.14,593.42,1156350
09/09/2014,600,600.6,590.48,591.97,1567844
09/08/2014,599.14,603.52,598.0231,601.63,1597749
09/05/2014,594.99,598.5,593.55,597.78,1787087
09/04/2014,591.6,598,590.6,593.14,1621444
09/03/2014,591.87,594.49,586.5,589.52,1577664
09/02/2014,582.95,589.3,582.4,588.63,1580439
08/29/2014,582.35,582.8999,578.24,582.36,1200207
08/28/2014,580.02,584.71,577.88,580.32,1404817
08/27/2014,588.81,589.37,580.9,583,1362452
08/26/2014,592,592.05,587.45,588.12,1426493
08/25/2014,594.77,595.58,589.26,590.57,1295474
08/22/2014,593.27,594.99,589.8,592.54,873826
08/21/2014,595.2,595.25,591.101,592.42,1130193
08/20/2014,596.95,596.99,593.001,595.41,924167
08/19/2014,595.59,597.81,594.44,597.11,1040746
08/18/2014,587.1,595.05,586.55,592.7,1464370
08/15/2014,587.5,589.47,580.76,583.71,1723366
08/14/2014,586.69,587.8,580.92,584.65,1272369
08/13/2014,575.9,586.125,575.2,584.56,1895162
08/12/2014,575,575.9,569.91,572.12,1389653
08/11/2014,579.26,579.69,575.298,577.25,1170895
08/08/2014,572.02,579.5639,569.02,577.94,1489890
08/07/2014,576.5,578.31,569.43,571.81,1160765
08/06/2014,569.21,578.644,567.45,574.49,1244957
08/05/2014,579.38,580.2,570.31,573.14,1644030
08/04/2014,576.51,583.82,572.26,582.27,1504004
08/01/2014,578.13,583.43,570.3,573.6,2201008
07/31/2014,588.96,591.9899,577.68,579.55,2296820
07/30/2014,595.81,598.45,592.7,595.44,1214373
07/29/2014,597.7,598.49,592.17,593.95,1362148
07/28/2014,597.75,601.098,592.59,599.02,1357422
07/25/2014,599.25,601,595.75,598.08,1358235
07/24/2014,605.53,608.91,601,603.01,1291678
07/23/2014,602.05,607.05,601.35,605.19,1104981
07/22/2014,599.7,608.89,599.2576,603.57,1878746
07/21/2014,601.35,604.16,594.45,598.44,2236695
07/18/2014,603.01,606.7,590.92,605.11,4866316
07/17/2014,588.97,589.5,576.85,580.82,2848886
07/16/2014,596,597,590.25,590.62,1439513
07/15/2014,595.15,595.2999,585.31,593.06,1667624
07/14/2014,590.7,594.86,586.693,594.26,1950129
07/11/2014,581.44,588.23,580.575,586.65,1510248
07/10/2014,574,585.25,572.1001,580.04,1433964
07/09/2014,578.69,584.1,577,583.36,1370618
07/08/2014,586.365,587.97,574,578.4,2082526
07/07/2014,593.51,595.645,587.94,590.76,1332734
07/03/2014,591.7,594.25,589,593.08,898821
07/02/2014,592.26,594.15,589.11,590.78,1192117
07/01/2014,587.76,593.66,586.29,591.49,1640553
06/30/2014,586.76,587.71,583.29,584.67,1476908
06/27/2014,585.45,587.88,582.62,585.69,1958186
06/26/2014,589.3,589.6,579.6,584.77,2000382
06/25/2014,574,587.3,573.26,585.93,2100913
06/24/2014,574.22,582.25,569.16,572.54,2843110
06/23/2014,564.35,574.44,563.5,574.29,1722711
06/20/2014,566.45,566.77,559.37,566.52,3158384
06/19/2014,561.15,565,556.6679,564.99,2627264
06/18/2014,552.8,561.4,551.58,560.66,2055558
06/17/2014,552.36,553.74,547.47,550.615,1476381
06/16/2014,557.25,557.99,550,552.3,1937030
06/13/2014,560.08,560.65,553.72,560.35,1352155
06/12/2014,567,567,557.15,559.5,1544663
06/11/2014,565.92,568.97,563.68,567.5,1127454
06/10/2014,568.78,572,566.13,568.3,1469582
06/09/2014,566.2,572,565.22,570.73,1528162
06/06/2014,568.16,568.7999,559.58,566.03,1739851
06/05/2014,557.11,565,555.05,564.93,1787459
06/04/2014,551.52,558.58,548.56,553.76,1728087
06/03/2014,560.9,562.4,552.5275,554.51,2025042
06/02/2014,569.75,570.41,556.7,564.34,1657111
05/30/2014,571.64,572.58,565.79,571.65,1860926
05/29/2014,573.39,573.48,568.4525,570.56,1406789
05/28/2014,575,577.66,569.952,570.45,1579435
05/27/2014,567.8,574.87,564.15,574.87,2185784
05/23/2014,558.13,565,554.17,563.8,2669024
05/22/2014,552.2,557.96,551,555.45,2144639
05/21/2014,542.9,549.75,542.11,549.7,1560827
05/20/2014,540,546.35,536.57,540.39,2419997
05/19/2014,528.66,539.35,525.66,538.83,1976035
05/16/2014,529.6,530.84,523.57,528.3,1901865
05/15/2014,533.14,533.9999,525.31,529.12,1824282
05/14/2014,541,541.82,533.11,534.41,1278925
05/13/2014,539.01,543.99,537.9,541.54,2009324
05/12/2014,531.84,538.75,527.51,538.43,1940014
05/09/2014,518.76,527.35,514.28,526.62,2260710
05/08/2014,515.72,527.35,514.46,520.17,2450440
05/07/2014,523.01,524.43,511.09,518,3061883
05/06/2014,533.5,534.548,522.2601,522.57,1811198
05/05/2014,530.24,535.72,527.58,535.33,1228400
05/02/2014,541.44,542.4,533.27,533.87,1780800
05/01/2014,534.25,539.91,532.86,538.53,2004300
04/30/2014,535.12,536.34,529.09,534.88,2038500
04/29/2014,523.89,537.76,523,536.33,2535200
04/28/2014,525.8,525.9,511,522.98,3752800
04/25/2014,532.26,533.86,522.5,523.1,2370000
04/24/2014,541.69,542.5,531,534.44,2067400
04/23/2014,543.67,544.8,528.13,537.51,1955700
04/22/2014,536,548,536,545.5,2331100
04/21/2014,544,544,534,539.37,2425100
04/17/2014,556.32,557,539.4,543.34,5614700
04/16/2014,557.7,564,553.1,563.9,4582200
04/15/2014,551,552.89,530.64,548.7,3997800
04/14/2014,543.66,553.02,540.52,545.2,2541200
04/11/2014,537.94,547.59,533.4,537.76,3174700
04/10/2014,568,568.21,545.5,546.69,3294500
04/09/2014,565.84,567.8,555.38,567.04,3031600
04/08/2014,545.05,559.88,544.7,557.51,3482500
04/07/2014,544.79,549.85,530.53,540.63,3961600
04/04/2014,578.55,579.72,544.49,545.25,5363700
04/03/2014,573.39,588.3,566.01,571.5,4018300
04/02/2014,1141.9,1144.8,1124,1135.1,4168000
04/01/2014,1120.27,1137.5,1118,1134.89,2181000
03/31/2014,1130.4,1135,1112.85,1114.51,3880700
03/28/2014,1119,1133.19,1117.77,1120.15,4513200
03/27/2014,1130.85,1131.94,1102.1,1114.28,7636700
03/26/2014,1162.01,1171.57,1131.5,1131.97,5154800
03/25/2014,1166,1169.84,1147,1158.72,4815500
03/24/2014,1184.19,1184.9,1145.95,1157.93,6068100
03/21/2014,1206.31,1209.63,1182.45,1183.04,6410500
03/20/2014,1199.95,1209.61,1195.36,1197.16,3366000
03/19/2014,1211.8,1211.99,1194.41,1199.25,3222500
03/18/2014,1194.67,1211.53,1193.06,1211.26,3626300
03/17/2014,1179.25,1197.07,1178.11,1192.1,4319800
03/14/2014,1181.99,1190.87,1172.53,1172.8,4583200
03/13/2014,1207.95,1210.5,1184.76,1189.06,4686500
03/12/2014,1196.4,1207.85,1184.19,1207.3,3924600
03/11/2014,1213.77,1214.32,1196.64,1199.99,3422500
03/10/2014,1215.69,1217.64,1204.09,1211.57,2426700
03/07/2014,1226.8,1226.99,1211.44,1214.79,3027100
03/06/2014,1222.28,1226.15,1218.6,1219.61,2533600
03/05/2014,1215.05,1223.08,1211.41,1218.26,2468100
03/04/2014,1215,1216,1209.5,1214.91,2932400
03/03/2014,1206.75,1207.84,1192.14,1202.69,4205300
02/28/2014,1220.34,1224.19,1206.22,1215.65,4622500
02/27/2014,1218.39,1224.23,1217.01,1219.21,2517400
02/26/2014,1224,1228.88,1213.76,1220.17,3960400
02/25/2014,1215.94,1224.5,1210.42,1220,2874500
02/24/2014,1205.36,1220.16,1205.1,1212.51,3345200
02/21/2014,1207.81,1209.87,1202.84,1203.79,3720800
02/20/2014,1203.14,1206.89,1200.22,1204.11,3398100
02/19/2014,1205.3,1209.22,1197.5,1202.34,4202900
02/18/2014,1201.41,1212.87,1200,1210.88,4213500
02/14/2014,1195.61,1204.39,1192.8,1202.8,4369000
02/13/2014,1180.75,1199.9,1179.66,1199.9,3669100
02/12/2014,1189,1190,1181.38,1186.69,3445500
02/11/2014,1180.17,1191.87,1172.21,1190.18,4097400
02/10/2014,1171.8,1182.4,1169.02,1172.93,3886500
02/07/2014,1167.63,1177.9,1160.56,1177.44,5267100
02/06/2014,1151.13,1160.16,1147.55,1159.96,3889300
02/05/2014,1143.38,1150.77,1128.02,1143.2,4784200
02/04/2014,1137.99,1155,1137.01,1138.16,5618100
02/03/2014,1179.2,1181.72,1132.01,1133.43,9129000
01/31/2014,1171.35,1186.54,1151.13,1180.97,11121400
01/30/2014,1145,1152.49,1127.25,1135.39,10172600
01/29/2014,1119.12,1121.75,1099.42,1106.92,4755000
01/28/2014,1110.32,1125.75,1109.94,1123.01,4415900
01/27/2014,1126.1,1126.5,1082.27,1101.23,8698400
01/24/2014,1151.01,1153.55,1123,1123.83,7777200
01/23/2014,1160,1162.49,1154.37,1160.1,3894300
01/22/2014,1166.61,1167.89,1158.86,1165.02,3139600
01/21/2014,1160.93,1164,1151.3,1163.7,3955800
01/17/2014,1156.85,1160.63,1144.2,1150.53,5397100
01/16/2014,1149.1,1157.93,1148,1156.22,3364400
01/15/2014,1152.99,1155,1143.79,1148.62,3896400
01/14/2014,1137.95,1151,1128.09,1149.4,4960200
01/13/2014,1126.47,1146.91,1117.17,1122.98,4832900
01/10/2014,1139.08,1139.08,1122.25,1130.18,4282700
01/09/2014,1143.44,1144.22,1125.56,1130.24,4164800
01/08/2014,1146,1147.32,1133.29,1141.23,4480500
01/07/2014,1125,1139.69,1121.16,1138.86,5100000
01/06/2014,1113.01,1118.86,1106.44,1117.32,3535000
01/03/2014,1115,1116.93,1104.93,1105,3330000
01/02/2014,1115.46,1117.75,1108.26,1113.12,3639100
12/31/2013,1112.24,1121,1106.26,1120.71,2713000
12/30/2013,1120.34,1120.5,1109.02,1109.46,2469700
12/27/2013,1120,1120.28,1112.94,1118.4,3136200
12/26/2013,1114.01,1119,1108.69,1117.46,2672900
12/24/2013,1114.97,1115.24,1108.1,1111.84,1466900
12/23/2013,1107.84,1115.8,1105.12,1115.1,3439700
12/20/2013,1088.3,1101.17,1088,1100.62,6516600
12/19/2013,1080.77,1091.99,1079.08,1086.22,3328000
12/18/2013,1071.85,1084.95,1059.04,1084.75,4416100
12/17/2013,1072.82,1080.76,1068.38,1069.86,3068300
12/16/2013,1064,1074.69,1062.01,1072.98,3200700
12/13/2013,1075.4,1076.29,1057.89,1060.79,4320400
12/12/2013,1079.57,1082.94,1069,1069.96,3189800
12/11/2013,1087.4,1091.32,1075.17,1077.29,3420100
12/10/2013,1076.15,1092.31,1075.65,1084.66,3704000
12/09/2013,1070.99,1082.31,1068.02,1078.14,2962200
12/06/2013,1069.79,1070,1060.08,1069.87,2854700
12/05/2013,1057.2,1059.66,1051.09,1057.34,2265100
12/04/2013,1051.37,1063.98,1050,1058.18,2380800
12/03/2013,1050.95,1063.44,1049.02,1053.26,3348800
12/02/2013,1063.51,1066.35,1050.76,1054.48,2743600
11/29/2013,1062.16,1066.62,1059.45,1059.59,2383200
11/27/2013,1062.03,1068,1060,1063.11,2244900
11/26/2013,1048.6,1061.5,1042.94,1058.41,4568000
11/25/2013,1037.16,1053.19,1035.02,1045.93,3222700
11/22/2013,1033.42,1036.17,1029.22,1031.89,2505800
11/21/2013,1027,1038.31,1026,1034.07,2181400
11/20/2013,1029.95,1033.36,1020.36,1022.31,1925400
11/19/2013,1031.72,1034.75,1023.05,1025.2,2260900
11/18/2013,1035.75,1048.74,1029.24,1031.55,3515800
11/15/2013,1034.87,1038,1030.31,1033.56,2550000
11/14/2013,1033.92,1039.75,1030.35,1035.23,2331000
11/13/2013,1006.75,1032.85,1006.5,1032.47,3155600
11/12/2013,1007.7,1017.56,1005,1011.78,2433700
11/11/2013,1009.51,1015.93,1008,1010.59,2222900
11/08/2013,1008.75,1018.5,1008.5,1016.03,2579000
11/07/2013,1022.61,1023.93,1007.64,1007.95,3355800
11/06/2013,1025.6,1027,1015.37,1022.75,1823900
11/05/2013,1020.35,1031.65,1017.42,1021.52,2360400
11/04/2013,1031.5,1032.37,1022.03,1026.11,2275300
11/01/2013,1031.79,1036,1025.1,1027.04,2564000
10/31/2013,1028.93,1041.52,1023.97,1030.58,3276700
10/30/2013,1037.43,1037.51,1026,1030.42,2645500
10/29/2013,1019.1,1036.94,1013.5,1036.24,3206700
10/28/2013,1015.2,1023.43,1012.99,1015,2315000
10/25/2013,1028.82,1028.82,1010.74,1015.2,4056900
10/24/2013,1031.87,1040.57,1024.8,1025.55,4180000
10/23/2013,1001,1034.75,1000.63,1031.41,5321000
10/22/2013,1005,1013,995.79,1007,4412700
10/21/2013,1011.46,1019,999.55,1003.3,7249300
10/18/2013,976.58,1015.46,974,1011.41,23109600
10/17/2013,892.99,896.9,885.73,888.79,8504600
10/16/2013,885.87,898.33,884.01,898.03,4011100
10/15/2013,875.76,885.63,874,882.01,3180600
10/14/2013,866.66,876.25,865.39,876.11,2484700
10/11/2013,866.03,873.48,865.3,871.99,2814900
10/10/2013,863.84,868.83,860.21,868.24,4506000
10/09/2013,856.28,862.65,842.98,855.86,5297200
10/08/2013,865.32,865.98,851.63,853.67,3883500
10/07/2013,867.45,873.99,864.11,865.74,2584600
10/04/2013,875,877.51,870,872.35,2713200
10/03/2013,888,894.1,872.1,876.09,4229700
10/02/2013,882.73,889.36,877.82,887.99,2987600
10/01/2013,880.25,887.67,880.05,887,3366200
09/30/2013,869.08,880.84,868.31,875.91,3441300
09/27/2013,874.82,877.52,871.31,876.39,2515000
09/26/2013,878.3,882.75,875,878.17,2517200
09/25/2013,886.55,886.55,875.6,877.23,3294700
09/24/2013,886.5,890.1,881.4,886.84,2970600
09/23/2013,896.15,901.59,885.2,886.5,3551200
09/20/2013,898.39,904.13,895.62,903.11,8681900
09/19/2013,905.99,905.99,895.4,898.39,3192600
09/18/2013,886.35,903.97,883.07,903.32,3865500
09/17/2013,887.41,888.39,881,886.11,2516200
09/16/2013,896.2,897,884.87,887.76,2670300
09/13/2013,894.5,895.68,884.84,889.07,2648100
09/12/2013,897.4,897.9,890.01,893.06,2188800
09/11/2013,888.54,896.97,886.08,896.19,3217900
09/10/2013,890.02,892,884,888.67,2572600
09/09/2013,883.73,889.75,882.42,888.05,2466700
09/06/2013,882.44,883.78,873.74,879.58,3120000
09/05/2013,873.5,879.88,871.61,879.56,2580000
09/04/2013,860.35,873.5,855.17,871.63,4078300
09/03/2013,854.36,866.19,853.95,860.38,4091100
08/30/2013,855.76,858.04,845.56,846.9,3719400
08/29/2013,849.07,860.38,848.59,855.43,2954000
08/28/2013,850.25,855.41,847.77,848.55,2657100
08/27/2013,859.62,863.73,847.9,850.15,3464700
08/26/2013,870,874.9,866.05,866.39,2102800
08/23/2013,877.83,878,869.75,870.21,2152000
08/22/2013,872.7,874.75,870.25,873.71,1738000
08/21/2013,870.65,876.91,866.5,869.33,3511000
08/20/2013,868.35,872.11,863.54,865.42,2463500
08/19/2013,857.71,872,857.45,865.65,3618100
08/16/2013,861.28,862.44,856.54,856.91,3346800
08/15/2013,864.44,864.92,858,859.66,3734600
08/14/2013,878.37,880.23,867.16,869.81,4160200
08/13/2013,886.83,888.5,876.2,881.25,2836700
08/12/2013,886.9,887,881.65,885.51,2751200
08/09/2013,890.56,895.52,890,890.41,2644700
08/08/2013,895.49,895.84,885.29,892.66,2973000
08/07/2013,895.04,898.45,889.09,890.65,2755600
08/06/2013,904.69,909.71,895.73,896.57,3009100
08/05/2013,905.39,905.52,899.2,905,2616700
08/02/2013,903.44,907,900.82,906.57,3424300
08/01/2013,895,904.55,895,904.22,4272500
07/31/2013,892.99,896.51,886.18,887.75,4342600
07/30/2013,885.46,895.61,880.87,890.92,3507600
07/29/2013,884.9,894.82,880.89,882.27,3780000
07/26/2013,886.99,889.99,882,885.35,3551800
07/25/2013,893.87,896.85,886.08,887.7,5996100
07/24/2013,907.26,910.3,900.7,902.9,4152800
07/23/2013,910.7,913,899.57,903.8,4087300
07/22/2013,902,912.67,897,910.7,5800500
07/19/2013,886.61,902.95,875.61,896.6,14703800
07/18/2013,918.99,920,903.19,910.68,7261700
07/17/2013,921,926.86,916.3,918.55,3009100
07/16/2013,927.13,927.97,913.9,919.61,3962000
07/15/2013,924.3,928,916.36,924.69,3917000
07/12/2013,920,923,915.24,923,5131200
07/11/2013,913,920.81,908.52,920.24,5163200
07/10/2013,903.45,911.14,900.38,905.99,3413300
07/09/2013,911,912.95,897.98,905.24,3954800
07/08/2013,899.21,906.27,897.08,905.09,3935000
07/05/2013,890.01,895.41,887.34,893.49,3400300
07/03/2013,879.9,889.17,878.5,886.43,2091900
07/02/2013,890.2,891,877.27,882.31,3779200
07/01/2013,886.45,892.08,885,887.88,3446100
06/28/2013,874.9,881.84,874.19,880.37,4693900
06/27/2013,878.8,884.69,876.65,877.07,3849100
06/26/2013,873.75,878,870.57,873.65,3659100
06/25/2013,877.26,879.68,864.51,866.2,5101200
06/24/2013,871.88,876.32,863.25,869.79,6027700
06/21/2013,888.34,889.88,873.07,880.93,7956600
06/20/2013,893.99,901,883.31,884.74,6737200
06/19/2013,901.37,910.84,897.5,900.68,5825900
06/18/2013,888.65,901,888.35,900.62,4329400
06/17/2013,879.23,889.43,878.28,886.25,4288300
06/14/2013,880.1,884.7,874.13,875.04,4485500
06/13/2013,868.98,879.66,865.5,877,4135600
06/12/2013,885.46,886,869.65,871.98,4405100
06/11/2013,883.97,887,879.52,879.81,3511600
06/10/2013,882.1,891,880.09,890.22,4670900
06/07/2013,870.42,880,865.32,879.73,5343800
06/06/2013,864.3,866.33,847.22,864.64,5153000
06/05/2013,862.51,869.45,857.13,859.7,4209300
06/04/2013,867.85,870.59,854.07,859.1,3733400
06/03/2013,873,873.97,855.02,867.63,4946400
05/31/2013,868.12,877,867.52,871.22,3934800
05/30/2013,869.92,878.9,866.41,870.76,4237100
05/29/2013,875.71,877.99,864.29,868.31,4022700
05/28/2013,883.5,892.14,880.4,881.27,4510400
05/24/2013,875.26,878.82,871.01,873.32,4589000
05/23/2013,877,889.96,874,882.79,4545600
05/22/2013,902.56,909.31,886.88,889.42,5116000
05/21/2013,908.02,911.66,897.61,906.97,3962000
05/20/2013,905,920.6,905,908.53,4540800
05/17/2013,910.02,913.49,900.52,909.18,5578400
05/16/2013,919,919.98,902.01,903.87,6412700
05/15/2013,895.5,916.38,894.02,915.89,7963800
05/14/2013,877.5,888.69,877.14,887.1,3155400
05/13/2013,878.89,882.47,873.38,877.53,2894100
05/10/2013,875.31,880.54,872.16,880.23,3791600
05/09/2013,870.84,879.66,868.23,871.48,4396700
05/08/2013,857,873.88,852.91,873.63,4931600
05/07/2013,863.01,863.87,850.67,857.23,3914000
05/06/2013,848.26,861.85,848.26,861.55,4278300
05/03/2013,836.96,846.8,836,845.72,5020100
05/02/2013,820.1,834.55,819.05,829.61,4032500
05/01/2013,823.26,824.72,816.36,820.43,2907000
04/30/2013,819,827.64,817.68,824.57,4608700
04/29/2013,803.25,822.7,803,819.06,4596900
04/26/2013,807.6,807.74,796.58,801.42,4970400
04/25/2013,816.25,816.47,807.63,809.1,3980400
04/24/2013,808.11,818,808,813.45,3654500
04/23/2013,801,815.5,800.36,807.9,4580000
04/22/2013,800.6,803.96,775,800.11,5761000
04/19/2013,769.16,803.44,766.26,799.87,11594700
04/18/2013,785.35,785.8,761.26,765.91,6638300
04/17/2013,786.75,790.84,778.1,782.56,4069900
04/16/2013,786.59,796,783.92,793.37,3480500
04/15/2013,785.95,797,777.02,781.93,4901200
04/12/2013,791.99,792.1,782.93,790.05,3270100
04/11/2013,792.88,793.1,784.06,790.39,4053300
04/10/2013,782.92,792.35,776,790.18,3953200
04/09/2013,775.5,783.75,773.11,777.65,4310200
04/08/2013,778.75,779.55,768.4,774.85,5658500
04/05/2013,786.06,786.99,776.4,783.05,6860900
04/04/2013,804.25,805.75,791.3,795.07,4890300
04/03/2013,813.46,814.2,800.67,806.2,3473500
04/02/2013,804.54,814.83,804,813.04,4078900
04/01/2013,795.01,802.25,793.25,801.19,3610900
03/28/2013,803.99,805.37,793.3,794.19,4571000
03/27/2013,806.68,807,801.33,802.66,4322000
03/26/2013,813.5,814,807.79,812.42,2381400
03/25/2013,812.41,819.23,806.82,809.64,3420500
03/22/2013,814.74,815.24,809.64,810.31,2973400
03/21/2013,811.29,816.92,809.85,811.26,2952200
03/20/2013,816.83,817.51,811.44,814.71,2924600
03/19/2013,811.24,819.25,806.45,811.32,4192200
03/18/2013,805,812.76,801.47,807.79,3672900
03/15/2013,818.5,820.3,813.34,814.3,6193200
03/14/2013,826.99,826.99,817.39,821.54,3299000
03/13/2013,827.9,830.69,822.31,825.31,3279300
03/12/2013,830.71,831.89,823.67,827.61,4012500
03/11/2013,831.69,839.7,831.5,834.82,3186200
03/08/2013,834.5,834.92,825.05,831.52,5817900
03/07/2013,834.06,836.62,829.58,832.6,4101200
03/06/2013,841.03,844,828.81,831.38,5740200
03/05/2013,828.93,840.15,828.9,838.6,8080100
03/04/2013,805.3,822.84,805,821.5,5545600
03/01/2013,797.8,807.14,796.15,806.19,4346400
02/28/2013,801.1,806.99,801.03,801.2,4527000
02/27/2013,794.8,804.75,791.11,799.78,4048100
02/26/2013,795,795.95,784.4,790.13,4400500
02/25/2013,802.3,808.41,790.49,790.77,4603100
02/22/2013,799.26,801.25,793.8,799.71,4103600
02/21/2013,798,805.45,791.22,795.53,7005700
02/20/2013,805.3,808.97,791.79,792.46,5522800
02/19/2013,795.99,807,795.28,806.85,5857700
02/15/2013,787.4,793.26,787.07,792.89,5454100
02/14/2013,779.73,788.74,777.77,787.82,3467100
02/13/2013,780.13,785.35,779.97,782.86,2394000
