Date,Open,High,Low,Close,Volume
02/12/2013,781.75,787.9,779.37,780.7,3714200
02/11/2013,778.4,783,773.75,782.42,4331200
02/08/2013,780.13,786.67,779.56,785.37,6034100
02/07/2013,769.7,778.81,765.5,773.95,5674700
02/06/2013,759.07,772.96,758.5,770.17,4152000
02/05/2013,761.13,771.11,759.47,765.74,3737600
02/04/2013,767.69,770.47,758.27,759.02,6074900
02/01/2013,758.2,776.6,758.1,775.6,7484700
01/31/2013,750.51,757.62,750.25,755.69,3265100
01/30/2013,753.74,760.95,752.91,753.83,3462500
01/29/2013,746.75,756.95,746.54,753.68,3490700
01/28/2013,751.76,755.6,747.89,750.73,3250900
01/25/2013,750.77,758.48,750.25,753.67,4447300
01/24/2013,741.24,756.83,740.51,754.21,6758600
01/23/2013,735.99,749,735.79,741.5,11806300
01/22/2013,704.66,705.34,695.52,702.87,7577200
01/18/2013,710.36,712.77,701.33,704.51,6447100
01/17/2013,717.71,719.64,711.02,711.32,4418500
01/16/2013,722.4,724.34,713.67,715.19,4042700
01/15/2013,719.33,735,712.1,724.93,7847500
01/14/2013,737,742.2,722.35,723.25,5722000
01/11/2013,742,742.43,736.3,739.99,2567800
01/10/2013,742.83,745,733.5,741.48,3667700
01/09/2013,732.27,738.35,728.6,738.12,4045300
01/08/2013,735.54,736.3,724.43,733.3,3348800
01/07/2013,735.45,739.38,730.58,734.75,3308000
01/04/2013,729.34,741.47,727.68,737.97,5521400
01/03/2013,724.93,731.93,720.72,723.67,4631700
01/02/2013,719.42,727,716.55,723.25,5077500
12/31/2012,700,710.57,696,707.38,3990800
12/28/2012,701.69,706.91,700.01,700.01,2801100
12/27/2012,707.14,708.84,698.61,706.29,3291500
12/26/2012,708.07,712.88,702.41,708.87,2362400
12/24/2012,714.51,715.18,707.47,709.5,1680100
12/21/2012,713.97,718.82,710.52,715.63,7044900
12/20/2012,723.26,724.65,716.97,722.36,3310600
12/19/2012,720.71,723,716.68,720.11,3833300
12/18/2012,716.6,729.1,715.05,721.07,6003700
12/17/2012,705.5,721.92,704.02,720.78,6064700
12/14/2012,699.17,707.82,698.43,701.96,4255900
12/13/2012,715.92,716.47,699.55,702.7,6882900
12/12/2012,699.23,703.51,693.48,697.56,4847100
12/11/2012,690,701.92,687.72,696.88,5369800
12/10/2012,685.39,691.65,683.79,685.42,2730600
12/07/2012,695,696.88,682.42,684.21,3834700
12/06/2012,687.59,695.61,684.51,691.13,2921600
12/05/2012,692.15,694.5,682.33,687.82,3721000
12/04/2012,695,695.51,685.7,691.03,3979400
12/03/2012,702.24,705.89,694.11,695.25,4380600
11/30/2012,691.31,699.22,685.69,698.37,6320800
11/29/2012,687.78,693.9,682,691.89,5547400
11/28/2012,668.01,684.91,663.89,683.67,6077900
11/27/2012,660.17,675,658,670.71,5012300
11/26/2012,666.44,667,659.02,661.15,4404700
11/23/2012,669.97,670,666.1,667.97,1843100
11/21/2012,668.99,669.8,660.4,665.87,4220100
11/20/2012,669.51,678,664.57,669.97,4173200
11/19/2012,655.7,668.92,655.53,668.21,4731600
11/16/2012,645.99,653.02,636,647.18,6869500
11/15/2012,650,660,643.9,647.26,3694100
11/14/2012,660.66,662.18,650.5,652.55,3333400
11/13/2012,663,667.6,658.23,659.05,3185200
11/12/2012,663.75,669.8,660.87,665.9,2808900
11/09/2012,654.65,668.34,650.3,663.03,6221900
11/08/2012,670.2,671.49,651.23,652.29,5188800
11/07/2012,675,678.23,666.49,667.12,4460100
11/06/2012,685.48,686.5,677.55,681.72,3162400
11/05/2012,684.5,686.86,675.56,682.96,3268500
11/02/2012,694.79,695.55,687.37,687.92,4644100
11/01/2012,679.5,690.9,678.72,687.59,4096000
10/31/2012,679.86,681,675,680.3,3070900
10/26/2012,676.5,683.03,671.2,675.15,3897600
10/25/2012,680,682,673.51,677.76,4797300
10/24/2012,686.8,687,675.27,677.3,4988000
10/23/2012,672.01,687.33,672,680.35,5827300
10/22/2012,681.01,684.63,669.7,678.67,8103000
10/19/2012,705.58,706.7,672,681.79,22941400
10/18/2012,755.54,759.42,676,695,24859900
10/17/2012,743.95,756.34,740.26,755.49,4581200
10/16/2012,740.13,746.99,736.46,744.7,4112200
10/15/2012,741.94,743.83,730.7,740.98,6032100
10/12/2012,751.85,754.87,744.1,744.75,4803500
10/11/2012,752.9,758.5,750.29,751.48,4763000
10/10/2012,741.86,747.53,738.29,744.56,4075700
10/09/2012,759.67,761.32,742.53,744.09,6000300
10/08/2012,761,763.58,754.15,757.84,3913200
10/05/2012,770.71,774.38,765.01,767.65,5466300
10/04/2012,762.75,769.89,759.4,768.05,4903400
10/03/2012,755.72,763.92,752.2,762.5,4412100
10/02/2012,765.2,765.99,750.27,756.99,5574800
10/01/2012,759.05,765,756.21,761.78,6329600
09/28/2012,754.15,759.3,751.15,754.5,5561400
09/27/2012,759.95,762.84,751.65,756.5,7854300
09/26/2012,749.85,761.24,741,753.46,11334400
09/25/2012,753.05,764.89,747.66,749.16,12104800
09/24/2012,731,750.04,730.25,749.38,7120400
09/21/2012,732.21,734.92,730.12,733.99,12705400
09/20/2012,724.47,731.38,721.22,728.12,5808900
09/19/2012,717.5,728.56,716.41,727.5,6190400
09/18/2012,707.78,718.66,706.78,718.28,4129400
09/17/2012,708.11,712.88,705,709.98,3013500
09/14/2012,709.6,713,707.01,709.68,5231700
09/13/2012,693.09,709,690.54,706.04,5312600
09/12/2012,689.41,694.91,680.88,690.88,5279300
09/11/2012,697.96,700.65,691,692.19,3743800
09/10/2012,709.76,712.81,698.39,700.77,5114800
09/07/2012,700,712.25,697.67,706.15,6459500
09/06/2012,685.96,699.89,684.73,699.4,6080900
09/05/2012,680,686.5,679.14,680.72,3412900
09/04/2012,684.55,685,673.5,681.04,3775400
08/31/2012,684,688.58,680.04,685.09,4249900
08/30/2012,684.24,687.39,680.18,681.68,3250500
08/29/2012,677.37,688.99,676.15,688.01,5974600
08/28/2012,665,677.62,664.74,677.25,4113000
08/27/2012,662.99,672,659.24,669.22,5222100
08/24/2012,675.6,680.45,674.08,678.63,2850300
08/23/2012,674.27,680.48,671,676.8,3564800
08/22/2012,667.38,680.6,666.7,677.18,3814500
08/21/2012,673.11,678,662.17,669.51,4439900
08/20/2012,675.5,678.87,672.66,675.54,3512600
08/17/2012,674.12,677.25,671.7,677.14,4351000
08/16/2012,667.51,674.64,667.08,672.87,3431900
08/15/2012,670.28,674.25,664.1,667.54,4816500
08/14/2012,659.25,672.85,659,668.66,7316000
08/13/2012,647.42,660.15,646.68,660.01,6529200
08/10/2012,638.59,642.24,636.13,642,2866300
08/09/2012,644.51,646.37,641.52,642.35,2138400
08/08/2012,639.05,645.87,638.5,642.23,2641700
08/07/2012,641.79,644.26,636.47,640.54,3959600
08/06/2012,639.61,649.38,639.22,642.82,3561200
08/03/2012,640,643.72,636.14,641.33,3790400
08/02/2012,625.51,638.03,623.41,628.75,3951400
08/01/2012,637.3,639.51,631.38,632.68,3685500
07/31/2012,628.26,636.5,628.22,632.97,3727400
07/30/2012,636.05,642.6,629.5,632.3,4369000
07/27/2012,618.89,635,617.5,634.96,7092300
07/26/2012,615,616.87,610.03,613.36,3367000
07/25/2012,608.32,613.38,605.37,607.99,3642300
07/24/2012,615,617.93,604.34,607.57,4014700
07/23/2012,600.48,618.35,598.25,615.51,7116200
07/20/2012,608.76,612.94,598.18,610.82,12914400
07/19/2012,586.14,598.48,586,593.06,9340000
07/18/2012,576.98,583.69,576.13,580.76,3093300
07/17/2012,578.43,580.67,568.4,576.73,3356800
07/16/2012,576.37,579.19,571.78,574.92,2922200
07/13/2012,572.15,579.15,568.55,576.52,3948000
07/12/2012,567.12,571.93,562.09,570.48,4614900
07/11/2012,576.3,577.85,564.94,571.19,6991600
07/10/2012,590.19,592.43,578.74,581.7,3842300
07/09/2012,584.95,588.6,581.25,586.01,3426700
07/06/2012,592.45,593.52,582.82,585.98,4319200
07/05/2012,588.76,600.06,588.54,595.92,4687100
07/03/2012,580.01,588.41,578,587.83,2376600
07/02/2012,581.82,583,576.5,580.47,3307600
06/29/2012,574.96,580.13,572.2,580.07,5033900
06/28/2012,565.9,566.23,557.21,564.31,3837900
06/27/2012,567.7,573.99,566.02,569.3,3381200
06/26/2012,562.76,566.6,559.48,564.68,2697600
06/25/2012,567.33,568.09,557.35,560.7,3160000
06/22/2012,568,571.48,565.82,571.48,4451300
06/21/2012,579.84,579.84,563.73,565.21,4018500
06/20/2012,579.81,580,573.51,577.51,4688700
06/19/2012,573.59,584.28,573.12,581.53,4148200
06/18/2012,562.62,574.21,559.25,570.85,4988800
06/15/2012,560.34,564.52,557.09,564.51,5996300
06/14/2012,561.3,565.07,556.52,559.05,4685100
06/13/2012,561.72,567,558.68,561.09,3904400
06/12/2012,569.77,570.3,558.58,565.1,6441900
06/11/2012,584.21,585.32,566.69,568.5,5316800
06/08/2012,575.85,581,574.58,580.45,2817900
06/07/2012,587.6,587.89,577.25,578.23,3513400
06/06/2012,576.48,581.97,573.61,580.57,4187400
06/05/2012,575.45,578.13,566.47,570.41,4675100
06/04/2012,570.22,580.49,570.01,578.59,4860500
06/01/2012,571.79,572.65,568.35,570.98,6109600
05/31/2012,588.72,590,579,580.86,5930600
05/30/2012,588.16,591.9,583.53,588.23,3809500
05/29/2012,595.81,599.13,588.32,594.34,5206100
05/25/2012,601,601.73,588.28,591.53,7156600
05/24/2012,609.16,611.92,598.87,603.66,3778800
05/23/2012,601.65,609.6,597.12,609.46,6349800
05/22/2012,613.44,613.81,596,600.8,6097600
05/21/2012,600.51,615.69,600,614.11,6144600
05/18/2012,625.1,632.42,596.7,600.4,11935000
05/17/2012,633.83,637.85,621.23,623.05,6700800
05/16/2012,617.96,630.1,615.94,628.93,9660500
05/15/2012,605.35,615,603.75,611.11,4199900
05/14/2012,600.78,608.5,600.58,604,3645100
05/11/2012,610.35,614.55,604.77,605.23,4194600
05/10/2012,612.96,616.19,610.23,613.66,3068700
05/09/2012,606.82,616.38,601.81,609.15,4652900
05/08/2012,605.53,616.9,600.7,612.79,5349200
05/07/2012,595,610.57,595,607.55,3985000
05/04/2012,605.92,607.89,596.81,596.97,4410300
05/03/2012,609.62,614.83,608.95,611.02,3732200
05/02/2012,601.2,608.11,600.61,607.26,3219700
05/01/2012,603.79,611.6,600.19,604.43,4000500
04/30/2012,612.99,616.08,600.61,604.85,4809700
04/27/2012,615.02,616.74,610.6,614.98,3269500
04/26/2012,610.91,618,609.7,615.47,4180800
04/25/2012,604,611.35,602.88,609.72,3638500
04/24/2012,598.24,606.63,597.32,601.27,3854300
04/23/2012,592.9,598.45,590.2,597.6,4391200
04/20/2012,604.25,608.85,595.83,596.06,6110600
04/19/2012,605.69,616.26,599,599.3,6582600
04/18/2012,608.05,612.8,602.81,607.45,5333600
04/17/2012,608.56,617.69,607.01,609.57,6041700
04/16/2012,623,623.81,601.66,606.07,11372800
04/13/2012,647.55,648.99,623.54,624.6,16302200
04/12/2012,642.35,653.14,640.26,651.01,11501600
04/11/2012,633.97,636,631.3,635.96,4393600
04/10/2012,633.52,634.5,624.55,626.86,4959000
04/09/2012,628.48,635.33,625.29,630.84,4361000
04/05/2012,632.24,636.43,628.57,632.32,4632700
04/04/2012,638.45,639,631.1,635.15,3251900
04/03/2012,645.41,647.95,638.64,642.62,4085700
04/02/2012,640.77,647.5,634.84,646.92,4563800
03/30/2012,651.75,653.49,641,641.24,4616700
03/29/2012,653.44,656.59,644.3,648.41,3844700
03/28/2012,652.03,658.59,651.08,655.76,5072700
03/27/2012,647.03,653.5,644.8,647.02,4010300
03/26/2012,645,649.49,639.54,649.33,3634700
03/23/2012,646.6,648.5,640.9,642.59,3876500
03/22/2012,638.5,648.8,631,646.05,4815500
03/21/2012,634.61,647.39,632.51,639.98,4934200
03/20/2012,630.92,636.06,627.27,633.49,3077900
03/19/2012,623.12,637.27,621.24,633.98,4341200
03/16/2012,620.89,625.91,620.05,625.04,6094800
03/15/2012,616.6,623.5,614.83,621.13,4865300
03/14/2012,615,622.78,613.46,615.99,5867900
03/13/2012,608.75,617.85,605.55,617.78,4487100
03/12/2012,600,607,599.26,605.15,3334600
03/09/2012,607.95,611.9,600,600.25,5335800
03/08/2012,610.04,611.5,606.35,607.14,2688300
03/07/2012,609.05,611.19,605.86,606.8,2526400
03/06/2012,608.05,608.81,593.84,604.96,6342400
03/05/2012,620.43,622.49,611.38,614.25,3183400
03/02/2012,622,624,620.32,621.25,3143400
03/01/2012,622.26,625.7,618.15,622.4,4470900
02/29/2012,618.6,625.6,615.5,618.25,6267500
02/28/2012,610,619.77,607.68,618.39,5689500
02/27/2012,606.59,612.36,605.06,609.31,3624100
02/24/2012,607.35,611.65,605.51,609.9,3867300
02/23/2012,607,607.94,600.35,606.11,4105800
02/22/2012,611.96,616.78,606.71,607.94,3930000
02/21/2012,603.87,617.88,602.88,614,4956600
02/17/2012,604.97,607.63,602.4,604.64,4893300
02/16/2012,602.82,608.81,597.73,606.52,5056700
02/15/2012,612.93,612.93,602.56,605.56,4846900
02/14/2012,611.54,612,604.76,609.76,3603700
02/13/2012,610.5,613.84,610.02,612.2,3628900
02/10/2012,607.88,608.13,604,605.91,4645700
02/09/2012,612.02,614.5,609,611.46,4524800
02/08/2012,608.64,611.35,604.74,609.85,3669100
02/07/2012,607.15,609.39,603.76,606.77,4180000
02/06/2012,595.01,610.83,594.01,609.09,7351800
02/03/2012,590.66,597.07,588.05,596.33,6330600
02/02/2012,584.87,586.41,582.08,585.11,4824500
02/01/2012,584.94,585.5,579.14,580.83,4636700
01/31/2012,583,584,575.15,580.11,4280500
01/30/2012,578.05,580,573.4,577.69,4656300
01/27/2012,570.78,580.32,569.33,579.98,7227700
01/26/2012,571.98,574.48,564.55,568.1,6445900
01/25/2012,577.51,578.71,566.38,569.49,9965400
01/24/2012,586.32,587.68,578,580.93,6105400
01/23/2012,586,588.66,583.16,585.52,6818900
01/20/2012,590.53,591,581.7,585.99,21131400
01/19/2012,640.99,640.99,631.46,639.57,12597900
01/18/2012,626.63,634,622.12,632.91,5517800
01/17/2012,631.98,631.98,625.68,628.58,3814700
01/13/2012,626.26,626.95,621.06,624.99,4609900
01/12/2012,631.22,632.89,626.5,629.64,3746600
01/11/2012,623.5,629.39,621.12,625.96,4795200
01/10/2012,629.75,633.8,616.91,623.14,8782400
01/09/2012,646.5,647,621.23,622.46,11633500
01/06/2012,659.15,660,649.79,650.02,5380400
01/05/2012,662.13,663.97,656.23,659.01,6559200
01/04/2012,665.03,670.25,660.62,668.28,5722200
01/03/2012,652.94,668.15,652.37,665.41,7345600
